N,P,K,temperature,humidity,ph,rainfall,label
130,27,32,29.5,38,6.3,255,Rice
93,89,46,37.9,62,7.1,269,Sugarcane
87,70,99,29.2,55,5.7,292,Sugarcane
119,35,66,28.4,48,7.8,189,Millet
89,75,56,18.7,86,6.6,195,Sugarcane
82,84,53,29.3,78,6.7,190,Sugarcane
76,85,76,25.3,66,7.4,202,Wheat
120,35,48,27.3,46,7.6,257,Millet
120,41,40,17.4,87,7.7,145,Groundnut
88,81,12,30.8,62,7.9,228,Sugarcane
121,69,44,39.1,75,4.6,262,Maize
150,82,71,30.9,36,7.5,195,Cotton
91,50,86,27.6,74,5.0,185,Millet
76,58,69,22.6,50,4.9,219,Wheat
108,29,89,18.6,89,5.2,193,Groundnut
79,18,16,31.6,50,5.6,127,Maize
147,80,32,15.9,72,5.1,281,Sugarcane
121,59,34,33.9,34,6.4,285,Rice
118,28,99,27.1,83,7.0,231,Rice
93,96,32,30.2,57,7.3,272,Sugarcane
115,53,99,16.3,80,6.4,170,Sunflower
106,100,46,32.9,90,5.8,206,Sugarcane
113,37,85,17.7,31,5.1,206,Sunflower
141,86,38,35.0,46,4.7,239,Sugarcane
118,40,45,26.7,53,8.0,158,Rice
122,58,64,30.2,31,8.0,147,Cotton
74,23,59,20.4,46,7.4,234,Soybean
64,50,89,28.4,51,5.8,299,Millet
94,11,20,21.6,90,6.7,102,Cotton
78,66,70,28.7,43,6.7,116,Wheat
95,20,71,29.1,33,7.1,204,Millet
121,73,23,34.6,51,7.0,218,Rice
110,28,33,22.6,37,8.5,135,Cotton
74,52,52,24.2,57,6.8,249,Wheat
95,84,30,36.2,90,6.2,135,Wheat
64,20,95,36.2,66,8.2,118,Cotton
149,95,40,27.0,34,6.6,132,Millet
122,63,25,25.6,67,8.1,243,Sunflower
131,47,55,24.8,42,8.4,214,Barley
72,93,95,30.7,78,5.7,262,Cotton
71,99,26,27.4,56,6.5,234,Wheat
70,35,57,29.7,59,5.5,280,Sugarcane
54,13,21,37.3,64,7.2,124,Barley
125,37,43,38.2,82,5.4,252,Cotton
95,59,34,15.5,55,7.4,115,Wheat
133,11,50,18.3,64,6.4,276,Rice
100,73,68,19.0,75,5.3,296,Sugarcane
75,88,29,32.9,87,5.0,205,Sugarcane
141,75,98,23.4,41,5.0,160,Sugarcane
148,35,40,22.1,63,5.0,177,Wheat
107,44,15,17.1,56,5.8,182,Maize
51,20,30,17.1,60,7.2,251,Groundnut
91,83,21,25.3,38,6.1,105,Millet
115,61,29,25.2,56,5.9,254,Wheat
94,89,52,30.7,67,8.5,196,Sugarcane
67,28,34,25.4,47,5.1,240,Millet
111,25,73,24.2,49,7.9,190,Sunflower
111,58,64,21.6,83,7.5,219,Barley
140,53,94,40.0,41,7.6,289,Cotton
95,14,61,30.6,67,5.3,151,Cotton
68,23,12,22.9,36,6.8,133,Soybean
83,97,61,25.5,87,5.3,102,Groundnut
134,76,71,33.7,69,5.9,164,Cotton
125,80,72,31.0,36,5.7,216,Cotton
73,44,11,15.3,83,7.5,152,Barley
101,67,37,34.9,43,5.1,195,Millet
108,72,94,29.2,68,6.4,174,Sugarcane
113,96,22,24.8,72,7.5,177,Sugarcane
138,20,16,33.9,70,7.8,282,Barley
85,88,16,18.8,39,6.9,287,Sugarcane
61,12,97,20.4,88,7.6,258,Sunflower
74,45,82,30.9,56,7.4,142,Cotton
78,69,65,29.5,46,4.6,123,Wheat
131,44,14,26.5,71,7.2,109,Cotton
139,60,17,29.6,66,4.8,143,Groundnut
114,43,12,20.3,45,4.7,215,Groundnut
125,41,42,28.5,41,4.7,281,Millet
118,45,87,21.4,40,6.5,123,Sugarcane
101,81,50,29.9,41,4.6,131,Millet
63,88,80,36.7,84,4.7,259,Cotton
71,96,80,19.0,70,5.6,123,Wheat
75,98,64,25.2,67,4.9,117,Wheat
141,16,61,39.2,52,8.4,296,Cotton
100,12,82,22.8,41,7.6,175,Cotton
92,95,14,17.5,45,8.4,264,Sugarcane
135,56,39,21.8,57,6.3,298,Rice
104,35,48,22.6,59,8.0,230,Cotton
105,62,76,24.4,62,6.3,285,Rice
83,92,33,18.1,88,7.8,104,Maize
87,30,61,37.4,84,7.8,181,Cotton
86,49,75,23.5,34,7.0,172,Sunflower
73,34,52,27.4,58,5.4,181,Sunflower
138,62,65,37.6,50,8.0,129,Cotton
89,76,46,33.9,54,5.6,154,Sugarcane
137,74,66,30.9,88,6.2,256,Rice
137,81,19,33.8,39,5.7,161,Sugarcane
68,46,40,15.1,53,5.1,151,Soybean
53,18,20,30.5,45,6.5,171,Millet
60,76,80,15.7,69,7.3,138,Wheat
134,34,91,16.8,52,5.7,113,Groundnut
90,19,74,23.1,34,6.8,156,Cotton
56,28,56,37.1,86,4.9,264,Wheat
95,76,63,28.0,83,5.2,127,Wheat
138,75,62,17.5,47,5.6,106,Millet
64,70,48,32.0,72,5.4,186,Wheat
138,100,79,17.0,59,5.7,247,Sugarcane
79,95,36,38.9,56,5.6,121,Barley
71,15,90,21.2,37,8.4,148,Groundnut
105,64,93,17.0,65,5.1,177,Rice
82,19,63,39.5,53,6.8,143,Cotton
141,97,19,18.1,52,6.1,219,Rice
101,77,26,22.9,47,5.1,230,Sugarcane
149,45,67,23.3,62,8.0,250,Groundnut
85,89,32,17.4,72,5.8,105,Rice
101,55,96,18.5,68,6.9,130,Maize
117,88,46,30.2,85,6.3,235,Rice
64,91,76,26.5,38,6.9,146,Wheat
53,49,51,36.5,48,7.7,245,Millet
70,91,35,22.0,46,4.7,289,Wheat
120,61,29,21.4,76,7.5,282,Rice
111,15,54,17.9,31,4.6,113,Rice
127,41,80,18.8,63,7.3,265,Rice
85,86,90,27.2,79,8.2,281,Sugarcane
150,42,74,26.1,59,5.1,166,Groundnut
103,58,39,18.8,61,5.8,226,Sugarcane
109,55,47,36.0,83,5.8,286,Millet
78,52,89,27.9,61,7.6,119,Wheat
146,92,49,30.3,80,5.6,240,Sugarcane
92,11,17,18.2,35,4.8,262,Wheat
117,75,43,38.5,60,5.9,161,Sugarcane
66,65,100,32.6,83,6.9,171,Cotton
57,87,50,34.8,82,5.3,269,Sugarcane
79,98,29,23.4,80,7.6,228,Wheat
50,42,16,20.4,34,6.1,183,Maize
90,77,21,33.4,76,7.9,235,Sugarcane
50,20,79,39.7,60,4.8,186,Cotton
148,77,44,17.7,40,5.6,218,Sugarcane
98,98,84,28.4,63,5.0,228,Sugarcane
67,81,32,38.9,42,6.1,124,Millet
144,64,19,15.8,63,8.0,183,Sunflower
57,98,44,28.2,88,8.0,140,Wheat
101,75,95,37.3,40,6.2,273,Rice
85,52,100,22.1,52,5.7,243,Sunflower
80,72,16,32.7,43,6.9,239,Sugarcane
61,30,13,23.8,71,5.4,183,Rice
139,58,74,25.5,68,4.6,139,Millet
128,44,69,21.5,81,5.3,143,Sugarcane
55,91,29,32.4,43,6.4,184,Sugarcane
138,86,23,26.8,76,5.8,157,Sugarcane
147,67,16,30.1,76,5.8,190,Soybean
104,46,81,33.7,34,4.9,195,Cotton
68,95,94,15.2,85,8.3,208,Wheat
115,85,59,15.7,59,5.8,181,Sugarcane
103,37,19,38.0,90,7.3,250,Soybean
146,100,25,15.3,70,7.8,178,Sugarcane
50,89,81,38.9,80,6.6,254,Cotton
69,25,98,16.9,51,5.8,173,Soybean
149,71,47,34.4,35,7.3,240,Sugarcane
87,11,46,36.6,50,6.9,264,Millet
121,67,30,36.1,69,5.4,147,Sunflower
137,70,55,40.0,55,4.6,169,Groundnut
97,89,84,39.8,64,5.8,218,Cotton
132,44,92,18.6,46,7.8,252,Soybean
73,72,76,22.8,85,6.1,246,Wheat
88,15,23,33.6,83,8.0,158,Cotton
108,56,59,35.8,76,4.8,300,Millet
60,95,81,15.9,54,7.7,126,Wheat
87,58,70,34.5,87,5.8,236,Cotton
91,66,88,39.6,59,7.3,154,Cotton
137,41,33,25.8,67,6.4,159,Groundnut
110,81,50,15.7,76,6.8,224,Rice
139,82,84,23.4,32,6.3,213,Rice
141,99,49,27.1,56,4.8,271,Sugarcane
136,52,92,36.9,78,4.8,268,Cotton
96,14,52,22.0,30,4.8,121,Millet
73,93,14,32.4,30,7.1,268,Sugarcane
78,36,56,21.9,54,7.8,293,Barley
69,49,92,38.1,52,5.1,257,Cotton
81,53,97,19.0,66,8.4,210,Cotton
136,93,81,39.5,33,7.2,180,Cotton
143,12,12,19.1,65,8.3,114,Cotton
143,33,94,19.5,37,7.1,234,Sugarcane
105,87,14,31.8,49,5.3,259,Sugarcane
115,92,62,27.7,58,7.9,133,Sunflower
63,89,69,26.4,74,5.6,261,Wheat
130,96,39,35.5,84,4.7,120,Sunflower
147,30,86,31.1,62,8.3,133,Cotton
126,98,73,18.7,32,4.8,255,Sugarcane
96,24,51,35.5,75,7.4,169,Sugarcane
98,19,86,33.2,47,8.0,160,Cotton
147,74,13,39.3,79,6.2,117,Wheat
125,16,50,15.5,51,5.3,259,Barley
101,68,40,22.8,46,5.4,288,Cotton
127,24,88,23.9,54,5.1,283,Cotton
102,45,17,38.2,75,4.6,298,Maize
136,21,21,28.5,36,7.4,125,Millet
66,90,56,30.0,77,8.4,247,Sugarcane
78,83,55,33.6,37,8.4,291,Sugarcane
100,48,20,30.6,78,7.7,175,Sunflower
69,81,17,31.4,54,8.2,208,Sugarcane
92,40,15,26.9,43,7.8,180,Millet
130,10,82,34.9,62,6.3,163,Cotton
63,82,10,32.0,74,5.3,228,Sugarcane
66,68,40,37.5,81,8.0,111,Maize
98,92,73,35.7,39,7.4,227,Cotton
134,83,51,31.1,81,6.4,174,Sugarcane
58,14,41,29.0,87,6.8,290,Soybean
113,53,80,27.9,60,5.1,167,Barley
142,77,92,35.9,70,8.4,206,Cotton
87,75,40,32.5,63,8.2,110,Sunflower
112,68,44,22.0,41,7.8,268,Cotton
89,55,12,31.7,31,6.9,164,Millet
56,28,85,18.8,63,7.5,185,Soybean
94,97,93,20.1,82,7.4,140,Soybean
88,26,41,31.2,62,7.5,156,Wheat
84,75,83,31.2,48,4.7,106,Cotton
84,39,91,38.4,43,8.4,107,Cotton
118,61,81,17.3,78,4.6,217,Maize
103,48,94,21.8,63,6.7,252,Rice
56,56,56,32.2,44,8.1,177,Millet
127,26,79,31.3,80,5.6,284,Cotton
102,36,59,23.0,88,8.3,300,Rice
70,76,77,30.8,59,5.2,234,Cotton
145,55,80,23.7,70,6.3,187,Millet
140,35,37,19.1,87,7.4,235,Barley
130,95,40,29.7,52,7.4,140,Sugarcane
98,29,77,38.5,37,7.5,240,Cotton
70,34,27,18.3,66,8.5,288,Cotton
100,36,71,27.1,66,5.6,200,Millet
67,99,82,20.2,61,8.2,170,Wheat
106,83,100,25.0,44,6.6,193,Sugarcane
91,47,73,29.2,41,8.1,190,Millet
62,25,30,38.2,79,7.8,295,Soybean
113,81,33,18.1,77,5.5,259,Sugarcane
150,39,54,31.0,80,7.1,249,Sugarcane
129,98,26,35.7,73,4.5,264,Sugarcane
122,62,88,37.6,54,7.7,259,Cotton
53,81,48,31.2,64,4.6,157,Sugarcane
51,39,73,20.5,90,7.3,172,Wheat
74,48,67,30.2,71,8.0,271,Cotton
130,97,28,36.9,49,8.1,152,Sugarcane
64,62,27,19.9,31,7.9,175,Wheat
67,96,16,26.4,90,4.6,129,Wheat
133,92,54,30.4,81,7.8,182,Sugarcane
90,44,76,23.4,87,8.4,121,Sugarcane
80,40,44,27.9,49,5.0,268,Millet
123,85,59,39.2,34,6.0,132,Millet
132,16,50,15.4,50,7.7,197,Cotton
116,83,84,33.5,88,6.6,171,Cotton
98,10,84,19.2,90,8.3,289,Sunflower
64,76,51,33.4,47,5.8,244,Sugarcane
95,12,66,24.0,60,5.4,234,Millet
110,94,10,28.0,59,8.1,196,Sugarcane
146,95,87,22.8,46,4.9,145,Soybean
103,37,56,25.3,57,7.2,222,Barley
125,12,81,28.1,55,7.9,286,Sunflower
79,47,53,24.0,36,5.2,137,Millet
144,58,54,29.8,84,4.6,117,Wheat
138,21,60,26.5,50,5.8,127,Soybean
127,90,67,37.4,82,7.4,225,Cotton
59,70,96,34.1,34,7.3,231,Cotton
73,32,17,22.3,39,4.9,205,Soybean
138,85,80,38.4,90,6.6,231,Rice
59,67,81,32.3,50,5.4,202,Cotton
132,85,45,36.9,43,7.3,216,Sugarcane
131,59,25,21.4,89,5.4,248,Cotton
94,52,83,30.2,58,8.2,203,Cotton
97,10,18,31.5,51,6.7,160,Sunflower
99,50,77,19.0,58,5.1,137,Wheat
144,89,57,34.9,43,5.3,214,Sugarcane
122,93,38,33.1,61,6.0,286,Rice
143,84,92,23.4,48,5.6,266,Sugarcane
94,35,61,26.9,50,5.6,149,Groundnut
123,72,56,36.4,31,8.4,200,Sugarcane
142,38,13,32.0,79,4.7,293,Millet
68,36,35,22.3,33,6.6,189,Maize
55,77,63,16.9,45,6.7,261,Wheat
74,66,81,36.4,63,5.5,286,Cotton
93,59,15,20.4,55,7.1,259,Maize
150,19,96,28.3,86,6.8,186,Sunflower
150,100,11,24.6,66,6.3,163,Sugarcane
137,42,82,36.0,66,5.0,288,Cotton
81,15,29,36.3,88,6.8,251,Maize
62,80,53,28.0,47,8.1,162,Wheat
85,96,50,26.6,56,6.6,277,Sugarcane
103,74,75,23.5,77,8.3,243,Sugarcane
110,33,21,28.5,62,5.1,244,Rice
73,78,80,23.3,43,6.6,176,Wheat
137,93,62,32.4,32,7.8,172,Cotton
126,95,51,34.8,40,7.0,218,Rice
83,80,50,25.0,46,8.0,288,Sugarcane
102,20,81,24.2,83,6.5,162,Sugarcane
79,55,23,24.6,38,5.5,232,Wheat
126,34,71,29.1,63,6.6,283,Rice
124,18,100,19.4,67,5.0,142,Barley
51,40,79,28.3,46,8.1,196,Millet
68,16,38,33.9,63,6.5,230,Soybean
128,28,33,32.1,36,7.1,208,Millet
137,67,69,39.2,36,7.3,195,Cotton
89,59,46,32.8,78,6.0,197,Groundnut
84,88,96,17.7,69,6.0,233,Sugarcane
142,29,91,26.7,78,4.8,113,Millet
150,76,14,16.1,35,8.2,189,Sugarcane
112,71,12,36.8,55,5.1,139,Soybean
62,18,41,18.9,30,5.9,290,Sunflower
116,91,15,20.4,35,6.1,247,Rice
127,27,12,27.2,49,4.9,212,Millet
64,41,85,36.4,35,8.4,262,Cotton
62,21,49,30.5,48,6.5,167,Millet
81,54,38,18.3,79,6.9,274,Cotton
52,24,34,16.1,88,7.3,300,Millet
131,31,28,39.8,38,6.1,277,Rice
146,20,55,26.1,40,5.7,239,Millet
115,37,51,38.8,36,5.1,125,Millet
68,85,24,38.5,63,8.3,263,Sugarcane
98,88,52,27.6,90,8.0,126,Maize
111,20,14,21.6,54,6.1,198,Wheat
92,89,66,27.3,54,7.3,254,Sugarcane
77,91,30,34.7,83,7.3,173,Sugarcane
89,76,59,38.4,62,6.1,287,Sugarcane
147,40,81,39.9,39,5.0,247,Cotton
61,65,88,25.8,76,6.2,102,Wheat
74,41,38,25.2,43,5.7,241,Millet
141,23,71,25.1,57,6.4,222,Rice
142,39,91,26.6,41,4.6,171,Millet
68,98,38,36.2,83,6.6,184,Sugarcane
144,55,20,19.7,68,5.3,257,Millet
71,56,30,19.0,76,4.6,298,Wheat
93,91,33,37.5,52,7.4,165,Sugarcane
142,74,93,16.8,44,8.0,257,Sugarcane
64,21,93,19.8,75,6.2,157,Groundnut
105,100,46,28.4,81,8.2,174,Sugarcane
62,92,22,29.1,72,6.0,119,Wheat
117,90,36,38.1,77,5.3,103,Soybean
73,12,13,16.8,85,5.3,163,Sunflower
134,100,82,22.7,42,6.7,217,Rice
91,22,90,21.6,86,7.1,148,Sunflower
133,77,74,30.5,65,8.0,238,Cotton
90,75,95,35.2,68,5.1,134,Cotton
51,96,42,30.1,41,7.7,153,Sugarcane
86,44,11,34.3,79,6.7,216,Wheat
102,45,12,24.1,63,6.2,125,Barley
73,23,19,22.3,34,6.7,217,Wheat
137,44,41,26.7,85,5.4,186,Millet
136,37,27,26.6,90,4.8,224,Sunflower
127,73,48,35.5,49,8.4,119,Millet
125,21,96,21.5,60,7.3,180,Sunflower
61,25,70,36.9,70,8.1,266,Cotton
116,48,25,33.0,86,5.9,292,Barley
93,73,11,35.9,53,5.4,275,Sugarcane
150,32,57,27.0,78,8.2,102,Maize
149,91,11,31.6,55,6.6,248,Rice
79,69,50,21.2,75,7.7,114,Wheat
53,53,63,39.6,43,5.2,229,Cotton
59,73,48,20.7,48,7.4,266,Wheat
92,57,71,15.8,57,6.2,177,Cotton
96,37,40,23.3,81,4.6,161,Sugarcane
96,90,78,37.7,66,7.1,104,Cotton
68,37,93,37.7,83,8.1,160,Cotton
143,58,52,20.5,52,5.2,239,Rice
137,33,22,15.8,51,8.0,208,Sugarcane
97,85,40,35.1,37,6.2,212,Sugarcane
78,49,42,22.3,44,5.8,208,Sugarcane
138,11,88,31.3,45,8.1,233,Cotton
143,70,40,19.6,35,5.8,102,Cotton
119,13,21,19.4,86,7.0,199,Soybean
81,69,67,39.5,50,8.5,170,Cotton
128,58,40,31.3,67,6.5,246,Rice
81,83,18,39.9,53,6.4,117,Barley
68,24,15,27.1,56,6.4,206,Groundnut
123,61,53,30.7,42,4.7,125,Millet
58,75,34,19.7,40,6.2,210,Wheat
50,57,22,31.0,55,8.0,237,Barley
139,75,88,33.8,43,7.9,173,Cotton
127,28,40,25.2,84,7.4,192,Maize
92,23,17,21.8,63,6.8,249,Cotton
117,76,27,18.4,51,8.3,203,Sugarcane
128,96,89,37.4,71,5.5,157,Cotton
100,22,66,17.9,35,6.3,204,Soybean
133,35,24,16.0,50,6.0,103,Sunflower
118,24,90,19.3,37,5.6,195,Groundnut
148,49,39,19.5,88,6.1,219,Rice
106,33,77,28.6,68,6.6,213,Rice
124,19,62,35.9,54,8.1,103,Cotton
145,46,57,26.3,56,6.9,223,Rice
112,79,93,29.1,51,6.3,243,Rice
131,93,76,24.4,42,5.0,297,Sugarcane
84,45,20,38.0,66,7.1,265,Millet
129,31,66,20.0,50,8.0,122,Cotton
105,46,48,33.2,44,5.3,154,Millet
143,41,20,23.0,61,7.2,271,Cotton
146,11,40,39.7,76,6.5,261,Rice
119,92,19,34.8,80,5.1,130,Rice
56,68,94,16.1,41,7.3,204,Wheat
87,88,76,23.7,37,5.5,182,Sugarcane
99,94,16,37.6,80,6.6,285,Sugarcane
82,76,73,25.5,55,6.0,161,Sugarcane
137,84,56,30.0,47,8.0,140,Millet
50,46,64,36.5,40,6.1,276,Cotton
112,35,89,32.3,56,4.9,226,Cotton
145,75,61,19.9,86,7.4,226,Sugarcane
122,30,22,32.9,31,5.0,295,Millet
61,30,11,24.2,53,5.4,199,Millet
121,15,27,19.2,53,7.6,196,Sunflower
130,37,82,27.0,31,5.8,218,Millet
67,13,34,28.6,61,5.6,114,Soybean
53,59,49,27.8,53,6.0,216,Wheat
91,39,80,28.7,44,6.5,264,Millet
129,70,78,24.4,51,6.2,131,Maize
129,59,46,35.5,77,6.9,231,Rice
109,26,88,24.4,55,6.9,155,Sugarcane
104,47,21,31.6,80,7.1,124,Barley
107,30,48,37.5,48,4.8,130,Millet
50,39,18,37.1,38,8.2,177,Millet
88,93,54,15.7,57,5.5,161,Sugarcane
147,14,61,33.2,52,6.3,142,Cotton
51,32,55,38.4,88,6.8,167,Rice
52,68,87,29.9,43,6.7,156,Wheat
81,53,19,24.9,72,7.9,138,Barley
55,37,73,31.5,81,7.9,160,Cotton
127,24,35,27.5,68,8.2,262,Sugarcane
89,86,60,39.5,65,8.3,105,Wheat
145,67,55,18.2,43,5.9,119,Rice
145,92,22,21.0,56,7.4,210,Sugarcane
91,91,81,26.6,50,8.2,164,Sugarcane
97,75,70,30.8,71,6.9,119,Cotton
143,82,74,29.3,52,7.9,226,Sugarcane
106,38,39,25.1,84,4.9,294,Groundnut
52,94,31,18.6,50,7.1,232,Wheat
104,67,12,39.0,87,5.3,211,Soybean
112,38,17,29.3,32,7.7,229,Millet
62,67,38,21.5,46,8.0,210,Wheat
75,63,78,33.9,49,7.1,225,Cotton
106,41,79,16.2,43,5.0,171,Millet
87,20,78,39.8,42,5.3,264,Cotton
53,82,71,22.8,77,6.1,168,Wheat
125,24,18,39.8,49,4.5,111,Millet
59,59,99,21.5,69,7.3,119,Wheat
72,99,43,26.3,58,5.2,171,Wheat
51,42,71,29.8,53,5.5,179,Sunflower
104,66,43,38.8,55,5.1,203,Maize
135,53,95,30.4,89,6.6,188,Cotton
87,71,32,17.0,61,5.2,145,Wheat
78,82,80,17.0,66,6.1,193,Wheat
87,83,88,25.9,41,6.1,245,Sugarcane
110,36,41,24.9,48,5.7,130,Barley
76,40,100,16.2,37,5.2,242,Groundnut
124,85,41,22.6,61,6.7,244,Rice
108,51,92,37.9,51,7.3,275,Cotton
110,41,50,33.0,48,7.0,166,Millet
97,33,85,29.9,88,8.3,175,Sunflower
59,49,63,32.7,33,5.9,132,Cotton
102,15,86,30.5,68,4.5,106,Cotton
107,15,86,38.1,36,6.0,248,Rice
81,97,84,32.5,31,6.0,155,Cotton
59,73,85,22.2,61,5.7,106,Wheat
98,66,47,32.0,79,5.0,234,Sunflower
88,29,40,15.0,49,5.3,182,Barley
118,64,66,18.7,85,8.3,266,Millet
67,63,92,21.8,51,6.1,244,Wheat
79,57,40,29.2,76,8.3,144,Wheat
62,61,56,25.8,32,6.1,167,Wheat
74,41,45,26.7,43,8.3,146,Millet
57,28,64,38.7,78,7.9,211,Cotton
98,96,13,27.3,80,7.4,188,Sugarcane
51,55,27,23.3,68,7.5,182,Wheat
73,90,21,17.8,32,7.7,143,Wheat
88,92,43,23.1,34,5.8,147,Soybean
66,31,75,32.9,71,5.7,199,Cotton
122,48,58,24.4,50,7.8,299,Millet
124,79,96,29.9,80,6.0,300,Rice
150,34,70,15.9,51,4.7,107,Rice
79,87,39,28.1,30,7.4,130,Wheat
94,89,65,25.0,56,6.1,238,Sugarcane
105,85,62,20.1,43,6.5,232,Rice
144,68,14,26.8,46,6.5,237,Rice
108,28,18,21.4,35,5.7,275,Barley
60,61,59,22.2,39,5.4,292,Wheat
66,96,36,35.3,43,5.7,159,Sugarcane
95,64,91,25.3,61,6.9,265,Wheat
73,52,89,39.5,32,7.6,262,Cotton
145,61,71,22.9,44,5.9,138,Wheat
145,90,82,16.8,44,4.8,283,Sugarcane
118,90,75,17.9,63,6.0,207,Rice
77,72,23,37.9,75,5.2,157,Sugarcane
137,54,88,18.6,88,6.9,110,Barley
139,76,63,36.0,73,5.8,238,Cotton
53,94,55,35.9,43,6.2,218,Sugarcane
91,18,34,37.3,88,5.2,229,Wheat
137,78,26,36.2,64,8.4,127,Maize
147,76,45,18.6,71,8.2,148,Maize
61,24,40,39.1,66,5.4,272,Groundnut
94,14,47,26.7,56,6.5,123,Maize
118,50,74,24.9,32,7.4,297,Cotton
105,66,32,16.3,41,6.2,146,Wheat
58,10,41,31.3,30,5.1,175,Millet
106,69,55,30.0,84,6.6,273,Rice
52,10,57,17.5,64,4.8,134,Soybean
124,98,55,20.0,63,6.2,215,Rice
51,98,90,31.4,85,6.8,174,Cotton
55,10,44,18.2,48,6.9,267,Sunflower
71,37,53,31.9,30,5.3,282,Millet
64,85,18,34.8,43,7.1,211,Sugarcane
67,78,14,29.5,63,7.6,135,Wheat
140,70,71,20.1,86,5.9,147,Sunflower
78,88,93,23.6,47,7.6,196,Wheat
64,10,88,38.9,60,5.0,186,Cotton
91,85,69,28.7,49,6.6,278,Sugarcane
150,15,22,23.2,89,6.8,146,Groundnut
71,83,92,35.8,42,5.6,254,Cotton
53,61,19,19.2,52,7.1,283,Wheat
146,58,12,17.9,37,7.7,147,Sugarcane
84,84,10,24.8,88,7.2,255,Sugarcane
76,40,14,33.8,59,5.4,265,Soybean
124,14,87,16.3,49,6.2,222,Rice
128,25,49,15.9,74,6.4,208,Rice
83,41,23,22.0,89,8.0,140,Wheat
121,50,19,26.4,82,5.2,294,Maize
92,39,42,18.6,74,6.5,109,Soybean
63,11,22,15.9,54,4.7,267,Maize
107,87,73,21.0,42,5.4,223,Sugarcane
136,83,49,36.6,40,5.5,207,Sugarcane
75,33,66,15.3,39,8.1,193,Sunflower
55,21,62,33.7,41,7.1,105,Cotton
75,29,93,33.1,53,5.6,160,Cotton
105,67,43,26.9,68,4.7,126,Barley
132,22,36,33.6,50,5.9,205,Millet
95,36,69,30.5,39,5.5,241,Cotton
75,97,70,25.6,70,6.6,247,Wheat
104,10,41,29.9,66,5.7,163,Groundnut
52,88,81,17.8,33,5.8,261,Wheat
107,100,80,37.3,30,6.5,257,Rice
148,93,59,16.2,66,5.5,109,Maize
79,84,65,21.9,61,6.2,298,Wheat
58,23,49,25.1,49,7.0,293,Millet
102,80,84,35.3,46,5.7,216,Cotton
104,45,79,21.2,83,6.8,264,Rice
75,85,21,39.8,80,8.0,189,Sugarcane
79,77,25,31.7,44,7.6,250,Sugarcane
118,91,95,29.6,41,6.9,138,Millet
109,12,76,24.8,59,5.7,202,Cotton
77,84,12,35.3,34,7.9,241,Sugarcane
64,88,92,27.2,50,8.4,174,Wheat
83,43,66,18.3,69,6.4,115,Sugarcane
92,57,73,18.9,82,8.1,184,Wheat
80,80,69,25.4,70,5.1,265,Sugarcane
63,89,57,24.8,64,6.4,105,Wheat
120,18,22,28.7,67,6.1,278,Rice
65,20,85,22.2,52,6.3,186,Millet
76,66,33,24.5,90,6.2,222,Wheat
115,92,39,33.5,74,4.8,190,Sugarcane
92,94,75,34.9,34,7.3,283,Cotton
148,15,52,37.4,54,4.6,245,Barley
135,83,96,39.3,61,6.0,123,Cotton
112,52,31,30.0,44,5.5,289,Millet
61,69,75,24.6,63,7.8,208,Wheat
78,83,98,23.6,62,6.5,233,Wheat
139,30,72,18.7,52,6.5,216,Rice
50,14,82,26.2,50,6.7,149,Sugarcane
100,70,14,18.7,82,8.2,203,Rice
144,29,58,35.2,88,5.2,183,Soybean
54,60,15,36.6,82,6.5,209,Rice
83,34,76,25.3,34,5.4,200,Millet
100,97,12,37.2,44,7.0,284,Sugarcane
73,17,15,39.3,34,6.5,118,Millet
67,100,60,30.9,79,6.2,269,Sugarcane
138,76,60,16.7,61,7.6,184,Sugarcane
99,97,12,26.0,61,5.7,181,Sugarcane
53,57,28,27.1,48,7.3,279,Wheat
62,29,40,36.3,81,5.7,237,Maize
114,48,36,20.6,34,6.1,255,Rice
124,77,27,39.2,30,7.4,113,Millet
71,23,25,35.9,77,4.9,190,Cotton
53,90,72,24.0,41,5.2,119,Wheat
81,96,58,31.7,42,4.5,283,Sugarcane
130,89,10,18.5,67,6.0,181,Sugarcane
68,48,40,36.8,57,8.1,184,Groundnut
105,26,40,39.2,50,7.7,142,Sunflower
139,74,50,31.8,59,7.4,229,Sugarcane
117,72,70,34.1,56,6.3,123,Cotton
96,13,18,32.5,77,5.4,138,Sunflower
131,36,70,39.2,54,6.5,189,Cotton
99,50,64,18.6,79,4.7,203,Soybean
101,31,39,16.0,81,6.2,154,Sunflower
115,87,87,21.4,41,8.0,166,Sugarcane
93,92,99,24.1,46,5.4,129,Cotton
75,23,44,19.2,87,8.2,149,Barley
111,11,67,19.8,86,8.2,267,Cotton
56,72,26,32.2,69,6.5,143,Sunflower
61,35,37,18.8,82,5.6,109,Millet
140,94,96,28.9,61,5.3,245,Sugarcane
145,18,85,33.9,64,8.0,296,Cotton
77,97,97,32.2,49,8.5,187,Cotton
108,49,76,17.5,77,6.9,247,Rice
85,58,54,31.0,88,6.4,263,Barley
100,48,20,16.8,69,8.1,120,Wheat
89,95,65,32.9,76,7.8,144,Cotton
50,38,62,17.8,44,5.7,264,Maize
63,39,13,31.9,83,4.6,117,Wheat
77,14,75,26.8,36,6.8,260,Millet
138,97,19,21.9,50,6.2,299,Rice
67,26,57,38.6,41,7.6,175,Millet
